Date,Year of Study,Subject,Sex,Location,Time,Salary,Remarks
2017-12-19,K.3以下,全科,女,赤柱富豪海灣,"星期一至四6:30-8:00pm,1.5小時",$300/小時,"全職補習女老師,精通廣東話國語英文"
2017-12-19,P.4,數學,男,灣仔活道,"星期五8:00-9:30pm,1.5小時",$200/小時,"男女亦可,現職小學數學老師"
2017-12-19,F.2,"中文,數學(英中)",女,西環堅尼地城,"星期三4:30-6:30,日2:00-4:00,2小時",$200/小時,"女導師,數學成績良好,有耐性"
2017-12-19,K.3以下,英文,女,土瓜灣翔龍灣,"星期一, 三 5:45-6:45pm, 1小時",$90/小時,"男女亦可,自備教材優先,K3"
2017-12-19,P.6,"全科,英文,中文",男,馬鞍山帝琴灣,"星期一,二,四,五,6:00pm後,1.5小時",$110/小時,"成績良好,有經驗,時間穩定,可長補"
2017-12-19,F.2,"英文,中文",男,鑽石山宏景花園,"星期一至五其中2天,6:30pm開始,1.5小時",$130/小時,"中英文成績良好,男導師,住附近優先"
2017-12-19,P.2,英文,男,柴灣翠灣村,"星期二,三,五,5:00-6:30pm,1.5小時",$160/小時,"要求全職英文補習老師,時間穩定"
2017-12-19,P.1,全科,女,旺角富榮花園,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,有經驗,男女都可"
2017-12-19,F.4,中文(中中),男,太子道西東方花園,"星期六,日,10:00-12:00am,2小時",$150/小時,"要求中中學生,男導師,中文成績5以上"
2017-12-18,F.4,經濟(英中),男,上環德輔道西,"星期六or日,10:00-12:00am,2小時",$150/小時,"有教經濟經驗,成績良好,有方法及耐性"
2017-12-18,F.1,"英文,數學",男,上水丙崗村,"星期一至五其中2天,6:30pm開始,1.5小時",$120/小時,"男導師,英數成績良好,主動d,有經驗"
2017-12-18,F.1,英文,女2名,火炭駿景園,"星期六,3:00-5:00pm,2小時",$220/小時,"女導師,全職補習老師,有經驗,大學修讀英文系,P.6&F.1"
2017-12-18,K.3以下,全科,男,美孚美孚新村,"星期一,五 6:30-8:00pm, 1.5小時(第二堂是27/12星期三)",$80/小時,"有耐性,有經驗,要主動,女,K3"
2017-12-18,P.5,全科,男1名女1名,天后水星街,"星期一三五,4:00-7:00pm, 3小時",$100/小時,"女導師,有耐性,成績良好"
2017-12-18,F.6,英文(中中),男,黃大仙近地鐵站,"星期六, 4:00pm之後,1.5小時",$200/小時,"男女亦可,全職補習老師,有經驗"
2017-12-18,F.5,鋼琴(3級),女,九龍站近地鐵,"一星期1天,45min",$300/小時,"男女亦可,八級優先,有考教師證優先"
2017-12-18,F.4,"中文,英文（中中）",女,柴灣宏德居,"星期二四,五其中2天, 6:00-7:30pm,1.5小時",$140/小時,"女大學生,有經驗"
2017-12-18,P.1,全科,男,荃灣萬景峰,"星期二,三,6:45-8:15pm,1.5小時",$100/小時,"男女亦可,成績良好,有經驗,有耐心"
2017-12-18,F.1,英文,其它,荃灣國瑞路,"星期五/六/日, 7:00-9:00pm, 2小時",$200/小時,"女導師,英文成績良好,主要教作文同語法"
2017-12-18,P.3,全科,女,元朗八鄉,"星期二,五,6:30-8:00pm,,四,5:00-6:30pm,1.5小時",$90/小時,"女導師,有經驗,主動d"
2017-12-18,P.3,"全科,中文(普教中)",男,九龍塘廣播道,"星期二,三,7:00-8:30pm,1.5小時",$100/小時,"女大學生,中文成績良好,有經驗"
2017-12-18,K.3以下,全科,女,葵青葵芳新都會,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,時間穩定,可長補"
2017-12-18,P.3,"全科,數學",男,油塘高翔苑,"星期二,三,四,5:00-6:30pm,1.5小時",$100/小時,"男女都可,成績良好,主動溝通,守時"
2017-12-18,P.4,"全科,數學",女,馬鞍山大水坑村,"星期二,四,五,5:30-7:00pm,1.5小時",$110/小時,"主要補數學,女,可提供一些教材及練習"
2017-12-18,P.3,"全科,英文",男1名女1名,北角清暉臺,"星期一至四,5:00-7:00pm,2小時",$100/小時,"中六以上,細心d,有經驗及耐性,主動"
2017-12-18,F.2,中文(中中),男,深水步北河街,"星期六,4:00-6:00pm,2小時",$130/小時,"中中學生優先,成績良好,有方法,有耐性"
2017-12-18,P.6,"中文,英文,數學",男,將軍澳廣場附近,"星期六,日,10:30-12:00am,1.5小時",$110/小時,"成績良好,男大學生優先,住附近優先"
2017-12-18,F.6,通識(英中),男,則魚涌近地鐵,"星期日,14:00-16:00pm,2小時",$170/小時,"通識成績5*以上,男大學生,有責任感"
2017-12-18,P.2,普通話,女,大埔滌濤山,"星期二,5:00-6:00pm,1小時",$160/小時,"有普通話證書,女導師,內地人優先"
2017-12-18,F.5,英文(英中),男,葵涌石籬村,"星期六,10:00-12:00am,2小時",$160/小時,"要求英中學生,有經驗,有教英文經驗"
2017-12-18,F.3,英文(英中),男,火炭樂林苑,"星期日,10:00-12:00am,2小時",$140/小時,"英文成績5**,有經驗,時間可再商議"
2017-12-18,P.5,數學,女,大圍新翠村,"星期一至五其中2天,6:00pm開始,2小時",$250/小時,"要求現職小學數學老師,提供教材及練習"
2017-12-18,F.1,"中文,數學",女,彩虹彩虹村,"星期二,四,7;00-8:30pm,1.5小時",$120/小時,"中數成績良好良好,女大學生優先"
2017-12-18,P.5,"英文,數學",男,大埔山塘新村,"星期二三5:00-6:30pm,星期五5:45-7:15pm,其中2天,1.5小時",$100/小時,"女導師,有經驗,有耐性"
2017-12-18,K.3以下,全科,女,馬鞍山恆安村,"星期一,三,四,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,有經驗,女導師優先"
2017-12-18,P.3,全科,男,荔枝角百福工業大廈,"星期一至四 5:00-7:00pm,2小時",$100/小時,"男女亦可,成績良好,有經驗"
2017-12-18,F.1,中文,男,長沙灣東景大廈,"星期六/日,1.5小時",$220/小時,"現職中學中文老師,女導師,5年經驗以上"
2017-12-18,F.1,"全科,英文(中中)",女,馬鞍山錦英苑,"星期二四5:30pm,1.5小時",$100/小時,"女導師,大學生,英文成績良好"
2017-12-18,F.1,"全科,數學(中中)",男,沙田康沛豪苑,"星期二6:00-7:30pm,星期三五5:30-7:00pm,1.5小時",$120/小時,"女大學生,有經驗,有耐性"
2017-12-18,P.4,全科,女,葵涌梨木樹,"星期一,三,五5:00-6:30pm,1.5小時",$100/小時,"女導師,英文成績良好,有經驗"
2017-12-18,K.3以下,"全科,中文",男1名女1名,觀塘瑞和街,"星期一至五4:30-5:30pm,1小時",$90/小時,"男女亦可,有經驗"
2017-12-18,F.3,"全科,數理",女,天水圍天頌苑,"星期二 6:00-7:30pm,星期六 10:00-11:30pm,1.5小時",$120/小時,"女大學生,有經驗,有耐性"
2017-12-18,P.1,全科(普教中),男,元朗錦綉花園,"星期一,三,五,4:30-6:00pm, 1.5小時",$90/小時,"男女亦可,成績良好,有經驗"
2017-12-18,P.3,"全科,中文",男,油麻地駿發花園,"星期一,三,四,五,5:00-6:30pm,1.5小時",$100/小時,"中文成績良好,男女亦可,時間穩定"
2017-12-18,F.3,中文(中中),男,天水圍錦上路,"星期六,日,10:00-12:00am,2小時",$140/小時,"中中學生,中文成績5以上,有經驗"
2017-12-18,P.1,全科,女,荃灣麗城附近,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,住附近優先選擇"
2017-12-18,F.3,數學(英中),男,美孚美孚新村,"星期日,10:00-12:00am,2小時",$140/小時,"要求英中學生,數學成績5*以上,有方法"
2017-12-18,P.3,"全科,英文",男,何文田牧愛街,"星期二,三,四,5:00-6:30pm,1.5小時",$100/小時,"主要補英文,男女亦可,有經驗,可長補"
2017-12-17,P.1,全科,女,馬鞍山海典灣,"星期一,三,四,五,5:00-6:30pm,1.5小時",$100/小時,"女導師,成績良好,有經驗及耐性,守時"
2017-12-17,F.1,中文(中中),男,九龍城嘉林邊道,"星期二,五,6:30-8:00pm,1.5小時",$120/小時,"中中學生,男,有教中文經驗,成績良好"
2017-12-17,K.3以下,全科,女,將軍澳健明村,"星期一至三,4:00-5:30pm,1.5小時",$100/小時,"細心d,有經驗及耐性,成績良好,有經驗"
2017-12-17,F.6,通識(英中),男,美孚第四期,"星期日,11:00-13:00am,2小時",$170/小時,"通識成績5*以上,男導師,畢業生優先"
2017-12-17,P.5,小提琴(3級),女,藍田麗港城,"星期六,11:00-11:45am,45mins",$160/小時,"女導師,有小提琴證書,有方法,有經驗"
2017-12-17,F.2,"中文,英文",男,荔枝角泓景臺,"星期六,日,10:00-12:00am,2小時",$130/小時,"中英文成績良好,男導師優先,有方法"
2017-12-17,P.6,"全科,中文",女,筲箕灣耀東村,"星期二,四,五,6:00-7:30pm,1.5小時",$110/小時,"女導師,中文成績良好,時間穩定,守時"
2017-12-17,P.6,英文,女,上水火車站公共地方,"星期六日11:30-1:00pm,1.5小時",$110/小時,"男女亦可,英文成績5優先,有耐性"
2017-12-17,F.5,物理(中中),女,油麻地文匯街,"星期六or日,14:00-16:00pm,2小時",$160/小時,"物理成績5以上,可提供一些教材,女"
2017-12-17,P.1,"全科,英文",男,尖沙咀金巴利道,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"主要補英文,女導師優先,細心d,有耐性"
2017-12-17,F.3,數學(英中),女,西貢西貢中心,"星期日,10:00-12:00am,2小時",$140/小時,"女,數學成績5*,英中學生優先,有教材"
2017-12-17,P.4,中文,男,元朗馬田村,"星期二,四,5:00-7:00pm,2小時",$250/小時,"要求現職小學中文老師,有時間,嚴d"
2017-12-17,F.1,"中文,英文,數學",女,沙田大圍新翠村,"星期六,日,10:30-12:00am,1.5小時",$120/小時,"女大學生,成績良好,1年以上經驗"
2017-12-17,P.3,"全科,中文",男,佐敦柯士甸道,"星期一,二,四,五,4:00pm後,1.5小時",$100/小時,"成績良好,男女亦可,有經驗,有責任感"
2017-12-17,P.6,"全科,英文",男,青衣偉景花園,"星期二,四,五,6:00-7:30pm,1.5小時",$110/小時,"主要補英文,男大學生優先,主動溝通"
2017-12-17,P.1,全科,女,大埔火車站附近,"星期一至五,4:00-5:30pm,1.5小時",$90/小時,"女導師,細心d,中六以上,住附近優先"
2017-12-17,F.5,英文(英中),男,柴灣富欣花園,"星期六,14:00-16:00pm,2小時",$160/小時,"英中學生,英文成績5*,男導師,有經驗"
2017-12-17,P.3,"全科,中文",男,荃灣楊屋道附近,"星期一,二,四,五,4:00pm後,1.5小時",$100/小時,"主要補中文,成績良好,時間穩定,可長補"
2017-12-17,P.6,英文,男,上水上水圍,"星期三,五,6:00-8:00pm,2小時",$260/小時,"要求現職小學英文老師,嚴厲d,有時間"
2017-12-16,P.4,"全科,數學",女,觀塘雲漢街附近,"星期一,四,五,5:00-6:30pm,1.5小時",$110/小時,"主要補數學,預溫,成績良好,主動溝通"
2017-12-16,P.2,英文,女,粉嶺火車站附近,"星期二,四,5:30-7:00pm,1.5小時",$100/小時,"中六以上,英文成績良好,住附近,有耐性"
2017-12-16,F.5,歷史(中中),男,元朗同益商場,"星期六/日,10:00-12:00am,2小時",$160/小時,"男,有教歷史經驗,成績良好,可長補"
2017-12-16,P.4,數學,女,深水步南昌中心,"星期一,四,6:00-8:00pm,2小時",$250/小時,"要求現職小學數學老師,有時間,嚴厲d"
2017-12-16,F.1,"中文,英文",女,旺角警署附近,"星期二,五,6:30-8:00pm,1.5小時",$120/小時,"女導師,大學生優先,中英文成績良好"
2017-12-16,P.1,全科,男,葵芳葵芳村,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,可長補,時間穩定"
2017-12-16,F.6,經濟(英中),男,東涌馬灣村,"星期日,10:00-12:00am,2小時",$170/小時,"經濟成績5以上,男導師,時間穩定,細心"
2017-12-16,F.2,"英文,數學",女,馬鞍山新港城,"星期一至五其中2天,6:30pm開始,1.5小時",$130/小時,"女,英數成績良好,可提供一些教材"
2017-12-16,P.2,"全科,英文",男1名女1名,中環香港花園道,"星期一,三,四,五,4:00-6:00pm,2小時",$100/小時,"主要教功課,預溫,男女都可,細心d"
2017-12-16,F.5,中文(中中),男,九龍城九龍城道,"星期日,14:00-16:00pm,2小時",$160/小時,"中中學生,中文成績5*,男導師,有方法"
2017-12-16,K.3以下,全科,女,大圍新翠邨,"星期一至五其中3天,4:00pm後開始,1.5小時",$100/小時,"中六以上,女導師,住附近優先選擇"
2017-12-16,P.5,"全科,數學",女,九龍塘界限街,"星期三至五,5:30-7:00pm,1.5小時",$110/小時,"主要教數學,可提供一些教材及練習"
2017-12-16,P.2,普通話,女,中環加惠民道,"星期三,5:00-5:45pm,45mins",$160/小時,"內地人優先,有教普通話經驗,有耐性"
2017-12-16,F.4,化學(英中),男,紅磡半島豪庭,"星期六or日,14:00-16:00pm,2小時",$150/小時,"英中學生優先,化學成績5*,時間可商議"
2017-12-16,P.3,"全科,英文,中文",女,沙田小瀝源康林苑,"星期二,三,五,5:00-6:30pm,1.5小時",$100/小時,"成績良好,有經驗及耐性,女導師優先"
2017-12-16,F.2,數學(中中),女,西貢白沙灣附近,"星期六,日,10:00-12:00am,2小時",$130/小時,"中中學生,數學成績5以上,可提供練習"
2017-12-16,P.2,"全科,英文",男,青衣長安村,"星期一,二,四,4:00pm後,1.5小時",$100/小時,"成績良好,主要教英文,女導師優先,細心"
2017-12-16,P.4,中文,男,小瀝源翠湖對面,"星期一,三,5:00-7:00pm,2小時",$170/小時,"要求全職中文補習老師,時間穩定"
2017-12-16,F.1,"中文,英文,數學",男,土瓜灣啟明街,"星期三,五,6:30-8:00pm,1.5小時",$120/小時,"成績良好,大學生優先,男,有經驗及耐性"
2017-12-15,P.4,鋼琴(2級),女,大角咀帝柏海灣,"星期六,10:00-10:45am,45mins",$160/小時,"鋼琴8級,有經驗,女導師,有責任感"
2017-12-15,F.3,數學(英中),女,將軍澳英明苑,"星期日,10:00-12:00am,2小時",$140/小時,"數學成績5以上,可提供教材及練習,女"
2017-12-15,F.2,全科(國際學校),男,屯門黃金海岸,"星期六日10:00-12:00am,2小時",$200/小時,"男女亦可,有經驗,有耐心"
2017-12-15,P.3,"全科,英文,中文",女,九龍城南國道,"星期一,二,四,五,5:00pm後,1.5小時",$100/小時,"中六以上,主要教功課,成績良好,有耐心"
2017-12-15,F.4,化學(中中),男,荃灣海濱花園,"星期日,11:00-13:00am,2小時",$150/小時,"中中學生優先,化學成績5*,男導師"
2017-12-15,F.1,"英文,中文",女,葵涌千虹居,"星期六,日,10:30-12:00am,1.5小時",$120/小時,"中英文成績良好,有方法,住附近優先"
2017-12-15,P.2,英文,女,藍田康盈苑,"星期二,四,5:00-7:00pm,2小時",$160/小時,"要求全職英文補習老師,時間可商議"
2017-12-15,F.6,Econ(英中）,女,葵芳葵芳邨,"星期一6:00-7:30pm,1.5小時,六12:30-2:30pm,2小時",$170/小時,"女大學生,有經驗,有耐性"
2017-12-15,F.5,中文,男,元朗錦上路,"星期一5:30-7:00pm,1.5小時(8/1唔補)",$230/小時,"男女亦可,中文5**,有經驗"
2017-12-15,P.6,"全科,中文",男,西環蒲飛路附近,"星期三,五,6:00-8:00pm,2小時",$110/小時,"主要補中文,男導師,中文成績良好"
2017-12-15,P.3,"全科,英文,數學",男,美孚華豐園,"星期一,三,四,五,5:00-6:30pm,1.5小時",$100/小時,"成績良好,時間穩定,有經驗,可長補"
2017-12-15,F.3,英文(英中),男,荃灣荃威花園,"星期一至五其中2天,7:00pm開始,1.5小時",$140/小時,"英文成績5**,男導師,有方法,住附近"
2017-12-15,K.3以下,全科,女,樂富橫頭磡村附近,"星期一至三,4:00-5:30pm,1.5小時",$100/小時,"中六以上,成績良好,細心d,主動溝通"
2017-12-15,F.2,中文(中中),男,太古城富天閣,"星期六or日,14:00-16:00pm,2小時",$130/小時,"要求中中學生,成績良好,有經驗及耐性"
2017-12-15,P.4,數學,女,佐敦道船街附近,"星期三,五,6:00-8:00pm,2小時",$250/小時,"要求現職小學數學老師,有時間"
2017-12-15,F.1,"中文,英文,數學",男,馬鞍山帝琴灣,"星期六,日,10:30-12:00am,1.5小時",$120/小時,"男導師,成績良好,1年以上經驗,有耐性"
2017-12-15,F.3,"IB,數學,科學(國際學校)",男,銅鑼灣近大坑道,星期六 12:00-1:30pm 1.5小時,$190/小時,"男女亦可,成績良好,有經驗"
2017-12-15,P.5,"英文,數學",女,油塘鯉魚門村,"星期二5:30-6:30pm,1小時,四6:00-7:30pm,星期六10:30-12:00am,1",$100/小時,"女,有經驗,成績良好"
2017-12-15,P.5,"全科,英文,中文",男,油麻地駿發花園,"星期一,三,五,6:00-7:30pm,1.5小時",$110/小時,"成績良好,有經驗及耐性,時間穩定"
2017-12-15,F.5,Bio(英中),男,粉嶺景盛苑,"星期六,14:00-16:00pm,2小時",$160/小時,"生物成績5以上,男大學生,有方法"
2017-12-15,P.1,全科,女,沙田碧濤花園,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"女導師,中六以上,細心,住附近優先"
2017-12-15,F.1,"英文,數學",女,銅鑼灣渣甸山,"星期一至五其中2天,6:00pm開始,2小時",$120/小時,"英數成績良好,女導師,開朗d,成績良好"
2017-12-15,P.3,"全科,英文",男,九龍灣得寶花園,"星期二,四,五,5:00-6:30pm,1.5小時i",$100/小時,"主要教功課,預溫,男女亦可,有耐性"
2017-12-14,P.5,全科,男,觀塘秀茂坪邨,"星期三,六4:00-7:30pm,其中1.5小時",$100/小時,"男女亦可,成績良好,有經驗"
2017-12-14,大專或以上,鋼琴(初級),女,黃大仙地鐵站,"星期五5:00-5:45pm,45min",$130/小時,"男女亦可,在老師屋企上堂"
2017-12-14,P.1,英文,男,红磡火車站附近,"星期五4:00-7:00pm,其中1.5小時",$200/小時,"女導師,英文流利"
2017-12-14,P.4,"全科,數學",女,灣仔軒尼詩道,"星期三至四,5:30-7:00pm,1.5小時",$110/小時,"主要補數學,預溫,可提供教材及練習"
2017-12-14,F.3,"中文,英文",男,鑽石山采頤花園,"星期三,五,7:00-8:30pm,1.5小時",$150/小時,"中英文成績良好,男大學生,時間可商議"
2017-12-14,P.2,"全科,英文",男1名女1名,荃灣荃景圍,"星期一,二,四,五,4:00pm後,2小時",$100/小時,"中六以上,細心d,主動溝通,成績良好"
2017-12-14,K.3以下,全科,男,西貢普通道,"星期一,二,四,4:00-5:30pm,1.5小時",$100/小時,"成績良好,有經驗,細心d,住附近優先"
2017-12-14,F.5,英文(英中),男,何文田培正附近,"星期六,14:00-16:00pm,2小時",$160/小時,"英中學生,男,英文成績5*,有經驗及耐性"
2017-12-14,P.2,普通話,男,紅磡都會軒,"星期二,5:00-6:00pm,1小時",$160/小時,"男女都可,有普通話證書,內地人優先"
2017-12-14,F.2,數學(英中),女,馬鞍山富寶花園,"星期一至五其中2天,6:30pm開始,2小時",$130/小時,"女大學生,數學成績5*,有經驗,提供練習"
2017-12-14,P.3,"全科,英文",女,黃大仙鳳凰新村,"星期一,三,四,5:00-6:30pm,1.5小時",$100/小時,"主要教功課,預溫,男女都可,成績良好"
2017-12-14,P.5,中文,男,將軍澳調景嶺站附近,"星期三,五,6:00-8:00pm,2小時",$250/小時,"要求現職小學中文老師,有時間,嚴d"
2017-12-14,F.6,通識(英中),男,上水北區醫院附近,"星期日,10:00-12:00am,2小時",$170/小時,"通識成績5*,2年以上經驗,時間穩定"
2017-12-14,P.4,"全科,中文",女,筲箕灣東熹苑,"星期一,三,四,五,5:00-6:30pm,1.5小時",$110/小時,"主要補中文,女導師,成績良好,主動溝通"
2017-12-14,F.3,數學(英中),女,中環金鐘統一中心,"星期六,日,10:00-12:00am,2小時",$150/小時,"英中學生,有教數學經驗,成績良好,女"
2017-12-14,P.5,"全科,英文（國際學校）",男2名,調景嶺近地鐵,"星期二四五5:00-7:00pm,2小時(22/12唔補)",$120/小時,"男女亦可,有經驗,英文成績良好"
2017-12-14,F.4,"經濟,會計,英文(英中)",女,藍田康逸苑,"一星期1天,5:00pm后,1.5小時",$130/小時,"女導師,有耐性,主動d"
2017-12-14,P.1,全科,女,何文田梭椏道,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,主要教功課,預溫,有責任感"
2017-12-14,F.4,化學(中中),男,大埔大埔寶馬山,"星期六or日,14:00-16:00pm,2小時",$150/小時,"化學成績5以上,有經驗,有方法,男導師"
2017-12-14,P.3,鋼琴(2級),女,觀塘官樂道,"星期六,10:00-10:45am,45mins",$160/小時,"鋼琴8級或以上,有經驗,有方法,細心d"
2017-12-14,P.6,"中文,英文,數學",女,葵涌打磚坪街附近,"星期二,四,五,6:00-7:30pm,1.5小時",$120/小時,"成績良好,女大學生,有經驗,有方法"
2017-12-14,P.2,全科,女,大圍恆豐花園,"星期二至五,5:00-6:30pm,1.5小時",$100/小時,"主要教功課,預溫,女導師優先選擇"
2017-12-14,F.1,中文(中中),男,太古城中心,"星期二,四,7;00-8:30pm,1.5小時",$130/小時,"中中學生,男導師,中文成績5*,有方法"
2017-12-13,P.1,普通話,女,沙田新田圍村,"星期三,5:00-6:00pm,1小時",$160/小時,"內地優先,表達能力好,有教普通話經驗"
2017-12-13,P.2,英文,男,香港仔田灣邨,"一星期2天,4:30-6:00pm,1.5小時",$100/小時,"男女亦可,有經驗"
2017-12-13,P.1,全科,女,大埔太湖花園,"星期一, 三, 五 ,5:00-7:00pm,2小時",$90/小時,"女大學生,有經驗,有耐性"
2017-12-13,P.3,"全科,英文,數學",男,中環碧瑤灣,"星期二至五,5:00-6:30pm,1.5小時",$100/小時,"中六以上,主要教功課,預溫,男女亦可"
2017-12-13,P.4,小提琴(2級),女,東涌東堤灣畔,"星期六,10:00-10:45am,45mins",$160/小時,"女,有小提琴證書,有經驗,有耐性"
2017-12-13,F.6,經濟(英中),男,九龍城秀竹園道附近,"星期日,11:00-12:30am,1.5小時",$170/小時,"經濟成績5*,男導師,細心d,有責任感"
2017-12-13,P.2,"全科,英文",男1名女1名,將軍澳新寶城,"星期一,三,四,五,4:00-6:00pm,2小時",$110/小時,"女導師,細心d,有經驗及耐性,成績良好"
2017-12-13,P.6,"全科,數學",女,鑽石山悅庭軒,"星期二,四,五,6:00-7:30pm,1.5小時",$120/小時,"主要補數學,女大學生,可提供練習"
2017-12-13,P.1,全科,男,大埔滌濤山,"星期一,二,三,4:00-5:30pm,1.5小時",$100/小時,"中六以上,細心,有耐性,住附近優先"
2017-12-13,P.3,英文,男,則魚涌地鐵附近,"星期一,三,五,4:00-5:30pm,1.5小時",$160/小時,"要求全職英文補習老師,女,有方法"
2017-12-13,F.1,中文(中中),男,沙田九肚山馬料村,"星期二,五,6:00-8:00pm,2小時",$120/小時,"男大學生,中中,中文成績5以上,有經驗"
2017-12-13,P.4,"英文,數學(中小)",女,長沙灣近明愛醫院,"星期六 5:00-6:30pm,1.5小時",$100/小時,"女導師,成績良好,有經驗"
2017-12-13,P.4,"全科,英文,中文",女,九龍塘范信達道,"星期二,三,四,五,5:00-6:30pm,1.5小時",$110/小時,"成績良好,1年以上經驗,有方法,女"
2017-12-13,F.2,"英文,數學",女,柴灣峰華村,"星期一至五其中2天,6:30pm開始,1.5小時",$130/小時,"女,英數成績良好,有方法,有經驗"
2017-12-13,P.6,中文,男,葵涌葵盛東村,"星期三,五,6:00-7:30pm,1.5小時",$180/小時,"要求全職中文補習老師,提供教材及練習"
2017-12-13,F.4,Bio(英中),男,屯門藍浪海灣,"星期六,10:00-12:00am,2小時",$150/小時,"生物成績5以上,英中學生優先,男導師"
